Cruise,Transect,Station,Latitude,Longitude,Time_PST,Night0Day1,Class,Abundance (#/m^2),ESD_n,ESD_mean,ESD_mean-1outlier,ESD_mean-2outliers,Feret_n,Feret_mean,Feret_mean-1outlier,Feret_mean-2outliers,ugcarbon_n,ugcarbon_mean,ugcarbon_mean-1outlier,ugcarbon_mean-2outliers,Carbon_mg_sum,Carbon_mg_sum-1outlier,Carbon_mg_sum-2outliers
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,copepoda_eucalanids,2693.877551,18,1.142966,1.61085,1.602679,18,3.86694,5.184782,5.151455,18,135.09175,194.71673,191.023253,363.920634,520.569217,506.796386
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,copepoda_oithona_like,21224.489796,52,0.347939,0.344683,0.341749,52,0.749736,0.738311,0.732259,52,1.004625,0.94586,0.921737,21.322645,19.689327,18.810963
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,copepoda_others,2857.142857,7,0.362258,0.341958,0.330147,7,0.655385,0.627112,0.646694,7,0.782598,0.688585,0.73802,2.235995,1.68633,1.506164
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,copepoda_poecilostomatoids,50653.061224,126,0.464406,0.461208,0.459609,126,0.852745,0.846397,0.842268,126,1.820347,1.781502,1.753629,92.206147,89.511405,87.395166
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,crustacea_others,428.571429,2,0.623188,0.585932,NaN,2,0.756025,1.893344,NaN,2,0.407158,4.168499,NaN,0.174496,0.085071,NaN
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,doliolids,836.734694,3,1.0865,0.871653,1.181023,3,2.179668,1.53306,2.602167,3,3.787727,1.286116,1.143326,3.169323,0.551193,0.466664
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,eggs,2469.387755,7,0.398879,0.360594,0.358763,7,0.46899,0.399655,0.39592,7,12.404929,4.961079,4.671999,30.632579,10.225898,9.534692
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,euphausiids,7673.469388,34,0.909587,1.518466,1.510234,34,2.035444,3.989445,3.967545,34,24.496455,140.433225,137.964013,187.972796,1074.744068,1053.031448
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,multiples,7346.938776,18,0.799544,0.77093,0.744731,18,1.666766,1.618973,1.567587,18,6.009003,5.102898,4.367604,44.147774,35.407863,28.523128
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,nauplii,51530.612245,131,0.38105,0.379428,0.379357,131,0.579405,0.571518,0.571291,131,1.833673,1.72659,1.724181,94.490313,88.267531,88.109154
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,ostracods,1632.653061,4,0.423483,0.447628,0.481551,4,0.505435,0.544692,0.600406,4,0.733486,0.861793,1.061391,1.197528,1.055257,0.866442
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,others,20.408163,1,2.138185,NaN,NaN,1,7.774844,NaN,NaN,1,102.513612,NaN,NaN,2.092115,NaN,NaN
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,polychaete,1244.897959,4,0.642261,0.606673,0.740594,4,1.05072,0.990357,1.270411,4,8.927824,7.990171,10.786545,11.11423,9.783882,8.805343
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,pteropoda,2040.816327,5,0.342044,0.329478,0.313501,5,0.390248,0.406037,0.422615,5,0.644448,0.727562,0.825452,1.3152,1.187857,1.010758
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,4,33.825,121.726,02-Jul-2011 22:08:59,0,rhizaria,9428.571429,25,0.426485,0.394779,0.381232,25,0.581755,0.519638,0.485205,25,1.034987,0.712757,0.605709,9.758453,6.429362,5.216513
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,All Classes,346710.612245,1124,0.571283,0.886755,0.879202,1124,1.149388,1.969019,1.948203,1124,5.811584,26.356253,24.040607,2014.937882,9127.234839,8315.508671
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,All Copepods,250123.673469,759,0.55438,0.757983,0.753467,759,1.068385,1.500167,1.488631,759,4.977686,15.218128,14.399755,1245.037053,3800.202606,3589.964743
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,All Calanoid Copepods,176839.183673,573,0.613012,0.780706,0.779866,573,1.168259,1.508444,1.506282,573,6.404706,12.821383,12.667106,1132.603044,2266.626948,2238.665312
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,All Non-Calanoid Copepods,73284.489796,186,0.412897,0.411655,0.410317,186,0.827383,0.821699,0.818408,186,1.534213,1.506701,1.482883,112.434009,109.802859,107.461809
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,appendicularia,21707.346939,78,0.689971,0.735171,0.72024,78,2.108775,2.25199,2.207959,78,7.891769,9.370447,8.623928,171.309378,199.582878,180.162656
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,bryozoan_larvae,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,chaetognatha,1683.265306,23,1.075667,1.4365,1.43197,23,3.99936,5.512016,5.494516,23,32.078889,34.492922,33.779151,53.997282,56.188266,54.95661
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,cnidaria_ctenophores,2626.122449,30,1.863079,2.66966,2.667024,30,3.465576,5.059546,5.052833,30,51.05134,71.142761,71.068562,134.06707,186.684412,186.344669
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,copepoda_calanoida,173682.44898,553,0.605159,0.775993,0.771789,553,1.14215,1.479634,1.470868,553,5.529515,11.580083,11.259019,960.379752,2010.628602,1950.287326
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,copepoda_eucalanids,3156.734694,20,1.045103,1.403811,1.418337,20,2.604782,3.602733,3.514682,20,54.557417,86.82074,79.193685,172.223292,269.356917,241.395281
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,copepoda_oithona_like,37555.102041,94,0.353774,0.348881,0.348872,94,0.774107,0.758313,0.758287,94,1.109439,1.018879,1.018749,41.665108,37.848245,37.841337
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,copepoda_others,816.326531,2,0.441636,0.491141,NaN,2,0.851988,0.699159,NaN,2,1.54914,0.888537,NaN,1.264604,0.362668,NaN
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,copepoda_poecilostomatoids,34913.061224,90,0.475822,0.475551,0.473472,90,0.884115,0.882468,0.877595,90,1.990782,1.973707,1.942074,69.504296,68.102545,66.218391
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,crustacea_others,164.897959,4,3.470906,4.468878,4.139845,4,5.464207,7.3768,6.271335,4,150.731605,78.571149,144.270387,24.855334,8.690931,8.12625
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,doliolids,54.285714,1,6.604799,NaN,NaN,1,13.314792,NaN,NaN,1,171.285456,NaN,NaN,9.298353,NaN,NaN
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,eggs,4598.367347,13,0.373231,0.366109,0.367026,13,0.416579,0.40086,0.39648,13,8.098439,4.760938,4.594166,37.239597,19.949303,17.375323
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,euphausiids,10266.530612,72,1.004341,1.43383,1.416275,72,2.379224,3.819117,3.758131,72,17.408374,71.767389,61.153071,178.723605,707.509284,599.549704
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,multiples,5416.734694,16,0.860652,0.852525,0.796724,16,1.852088,1.879382,1.713784,16,8.060077,8.128735,5.912238,43.6593,40.713348,27.19871
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,nauplii,40516.734694,101,0.389238,0.386494,0.384071,101,0.630439,0.622344,0.614178,101,2.541918,2.433578,2.327851,102.990237,97.60735,92.416648
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,ostracods,816.326531,2,0.340154,0.339443,NaN,2,0.399541,0.379173,NaN,2,0.378317,0.329465,NaN,0.30883,0.134476,NaN
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,others,108.571429,2,0.99116,0.417058,NaN,2,1.352828,0.49924,NaN,2,19.946584,39.225674,NaN,2.165629,2.129394,NaN
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,polychaete,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,pteropoda,816.326531,2,0.332918,0.346093,NaN,2,0.377012,0.354779,NaN,2,0.546331,0.426846,NaN,0.445985,0.174223,NaN
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,5,33.837,121.709,02-Jul-2011 23:09:59,0,rhizaria,7811.428571,21,0.470815,0.466659,0.448884,21,0.684316,0.674659,0.612137,21,1.38774,1.326014,1.151055,10.840228,9.816837,8.051744
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,All Classes,435257.142857,1429,0.565062,0.821101,0.816122,1429,1.108838,1.771497,1.759646,1429,5.721422,21.986436,20.587797,2490.289828,9560.779401,8944.17929
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,All Copepods,335993.877551,1056,0.569808,0.748788,0.74621,1056,1.099601,1.497106,1.486749,1056,5.464415,15.460055,14.547903,1836.009866,5188.17368,4876.130376
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,All Calanoid Copepods,216451.020408,732,0.652653,0.826557,0.825787,732,1.265229,1.636035,1.632877,732,7.668481,16.052896,15.770411,1659.850499,3473.355387,3410.946726
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,All Non-Calanoid Copepods,119542.857143,324,0.419806,0.419925,0.418634,324,0.799706,0.798614,0.795869,324,1.473608,1.462443,1.440308,176.159368,174.22767,171.002729
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,appendicularia,14114.285714,88,0.684496,0.801945,0.80184,88,2.131505,2.538599,2.538313,88,7.839395,11.884162,11.879046,110.647459,162.88578,162.791421
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,bryozoan_larvae,816.326531,2,0.489645,0.474691,NaN,2,0.608085,0.619595,NaN,2,1.097418,0.99446,NaN,0.895851,0.405902,NaN
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,chaetognatha,1087.755102,18,0.940326,0.799084,0.79491,18,3.987535,2.681119,2.662854,18,10.857194,2.95596,2.65678,11.809968,3.209328,2.879082
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,cnidaria_ctenophores,1579.591837,25,1.389862,2.000417,2.480056,25,2.394324,4.076138,4.068403,25,37.799269,58.765767,58.67481,59.707417,88.02872,87.772726
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,copepoda_calanoida,209577.55102,700,0.645107,0.82321,0.819675,700,1.231794,1.591691,1.583509,700,7.025233,13.923465,13.573732,1472.331042,2916.909008,2838.101184
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,copepoda_eucalanids,6873.469388,32,0.882731,1.194514,1.178242,32,2.284687,3.44896,3.386044,32,27.281631,92.101806,86.819028,187.519457,625.540432,582.573395
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,copepoda_oithona_like,38863.265306,103,0.341974,0.339222,0.337762,103,0.723826,0.716668,0.712422,103,0.903407,0.875535,0.857645,35.109332,33.66877,32.630758
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,copepoda_others,1714.285714,5,0.35062,0.32807,0.318846,5,0.639187,0.626838,0.689177,5,0.739857,0.703081,0.857555,1.268326,0.918309,0.770049
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,copepoda_poecilostomatoids,78965.306122,216,0.459614,0.461173,0.459427,216,0.840536,0.842585,0.838644,216,1.770166,1.764361,1.73231,139.781709,138.603177,135.378236
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,crustacea_others,410.204082,2,0.427159,4.221845,NaN,2,0.586295,9.092083,NaN,2,2.250433,431.499009,NaN,0.923137,176.122044,NaN
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,doliolids,1230.612245,6,0.857159,1.199121,1.505466,6,1.713714,1.622048,1.824354,6,1.636007,1.443493,1.438224,2.01329,1.187199,1.179931
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,eggs,4489.795918,11,0.392241,0.398702,0.39384,11,0.422984,0.414199,0.421747,11,5.696523,5.28897,5.538481,25.576224,21.587633,20.345441
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,euphausiids,9155.102041,46,0.862407,1.588534,1.444842,46,1.957664,4.144013,3.715486,46,15.255958,180.896375,123.291824,139.669852,1655.755599,1078.174417
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,multiples,8248.979592,23,0.733501,0.75178,0.691141,23,1.539685,1.583462,1.471448,23,7.043918,7.283296,4.042785,58.105133,57.106986,30.048616
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,nauplii,51346.938776,129,0.40416,0.403481,0.401717,129,0.67329,0.673731,0.668245,129,2.759396,2.742725,2.67243,141.686514,139.711033,135.039506
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,ostracods,489.795918,2,0.745474,1.537298,NaN,2,1.052319,0.807544,NaN,2,7.135824,2.256348,NaN,3.495097,0.920959,NaN
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,others,1310.204082,6,0.742896,0.728103,0.494526,6,1.25658,1.240186,0.723523,6,61.60138,54.446944,1.971287,80.710379,71.225493,2.417844
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,polychaete,2.040816,1,6.120739,NaN,NaN,1,15.895625,NaN,NaN,1,355.22213,NaN,NaN,0.724943,NaN,NaN
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,pteropoda,816.326531,2,0.666068,0.307855,NaN,2,0.80922,0.356305,NaN,2,18.083101,0.433892,NaN,14.761715,0.177099,NaN
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,6,33.849,121.692,03-Jul-2011 00:16:00,0,rhizaria,4165.306122,12,0.391742,0.380309,0.347507,12,0.521398,0.489508,0.455101,12,0.852994,0.645506,0.409524,3.552982,2.42526,1.371488
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,All Classes,304880,1129,0.502646,0.870673,0.870644,1129,1.017521,1.986535,1.986449,1129,5.11387,29.827691,29.818378,1559.116579,9082.503372,9079.611011
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,All Copepods,254657.142857,881,0.486662,0.795713,0.792591,881,0.967692,1.750411,1.734645,881,4.467665,29.099816,27.231432,1137.722803,7399.390377,6913.930883
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,All Calanoid Copepods,148508.571429,583,0.546283,0.809944,0.804615,583,1.082966,1.679541,1.652266,583,6.648789,23.754136,20.529628,987.40222,3518.643554,3033.18406
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,All Non-Calanoid Copepods,106148.571429,298,0.403249,0.40153,0.400624,298,0.806416,0.800167,0.797062,298,1.416134,1.384201,1.367362,150.320583,146.403692,144.101754
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,appendicularia,8459.047619,27,0.551419,0.580112,0.55579,27,1.739675,1.881818,1.792729,27,3.842733,4.837896,3.761606,32.505862,39.080982,28.95362
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,bryozoan_larvae,19.047619,1,0.481482,NaN,NaN,1,0.626733,NaN,NaN,1,1.038933,NaN,NaN,0.019789,NaN,NaN
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,chaetognatha,3788.571429,36,0.899557,1.361834,1.129388,36,3.262487,5.199986,4.248717,36,7.897048,40.59344,23.472012,29.918529,138.326981,71.041955
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,cnidaria_ctenophores,3386.666667,33,1.273154,2.151978,2.134507,33,2.200286,4.179025,4.146226,33,35.781676,60.78604,60.406273,121.180611,205.746272,203.310258
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,copepoda_calanoida,143280,513,0.52598,0.813564,0.809441,513,1.003008,1.604587,1.591417,513,4.035217,18.065078,17.412745,578.165957,2581.482442,2481.631319
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,copepoda_eucalanids,5228.571429,70,1.102648,1.89282,1.808907,70,3.274069,6.109126,5.584717,70,78.269231,304.631368,221.92776,409.236263,1476.736821,991.277328
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,copepoda_harpacticoida,761.904762,2,0.534551,0.5246,NaN,2,1.880125,2.10099,NaN,2,1.709723,2.202245,NaN,1.302646,0.83895,NaN
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,copepoda_oithona_like,55773.333333,155,0.338613,0.337534,0.336605,155,0.720837,0.719312,0.716763,155,0.88836,0.879045,0.8685,49.546787,48.692375,47.77744
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,copepoda_others,380.952381,1,0.33266,NaN,NaN,1,0.67129,NaN,NaN,1,0.802228,NaN,NaN,0.305611,NaN,NaN
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,copepoda_poecilostomatoids,49232.380952,140,0.474987,0.472427,0.471015,140,0.887795,0.880698,0.876339,140,2.014234,1.955186,1.923062,99.165539,95.513648,93.21171
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,crustacea_others,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,doliolids,460.952381,7,1.683049,1.869637,1.815841,7,2.463105,3.438509,4.914216,7,4.882181,8.200531,17.900967,2.250453,3.623854,1.091107
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,eggs,4266.666667,15,0.40573,0.495239,0.381733,15,0.447497,0.547622,0.424492,15,9.629708,39.642585,6.143033,41.086755,154.039759,21.52987
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,euphausiids,2175.238095,40,1.011614,1.83522,1.817213,40,2.257266,4.887472,4.83551,40,35.299185,94.698505,89.224012,76.784132,204.188014,190.684461
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,multiples,3506.666667,14,0.64539,0.924044,0.705447,14,1.49088,2.321139,1.515087,14,7.068018,24.401779,4.787576,24.785185,76.272989,13.140755
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,nauplii,17561.904762,48,0.398836,0.39414,0.38921,48,0.690372,0.682751,0.666661,48,3.040226,2.890888,2.679293,53.39216,49.668201,45.012124
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,ostracods,419.047619,3,0.535546,1.195388,1.164294,3,0.642544,1.316578,1.315635,3,1.575978,7.828166,7.813912,0.66041,3.131266,0.148836
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,others,1163.809524,5,0.578422,1.35926,0.503398,5,0.858103,2.150966,0.777779,5,28.2859,108.10701,1.689705,32.919399,125.61005,1.319579
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,polychaete,19.047619,1,2.819233,NaN,NaN,1,4.859406,NaN,NaN,1,68.82579,NaN,NaN,1.310967,NaN,NaN
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,pteropoda,761.904762,2,0.330383,0.314075,NaN,2,0.384852,0.377451,NaN,2,0.581588,0.539756,NaN,0.443114,0.205621,NaN
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,7,33.862,121.674,03-Jul-2011 01:23:00,0,rhizaria,4234.285714,16,0.411725,0.343987,0.343829,16,0.541205,0.425005,0.424696,16,0.976885,0.436583,0.435439,4.13641,1.682298,1.677063
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,All Classes,246394.915254,961,0.479637,0.909043,0.908513,961,0.956828,2.183215,2.181862,961,4.702256,64.89539,64.386517,1158.611976,15967.89571,15841.593153
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,All Copepods,199149.152542,727,0.464688,0.700894,0.697052,727,0.913836,1.51246,1.500321,727,3.953123,21.967335,21.106125,787.261152,4367.329675,4188.957596
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,All Calanoid Copepods,113277.966102,464,0.525431,0.687368,0.687029,464,1.029573,1.405811,1.404731,464,6.012007,15.144192,15.067703,681.027907,1715.246626,1706.328022
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,All Non-Calanoid Copepods,85871.186441,263,0.384557,0.381299,0.380051,263,0.76116,0.753314,0.750961,263,1.237123,1.197841,1.182207,106.233245,102.453964,100.716059
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,appendicularia,5101.694915,16,0.646042,0.611651,0.587179,16,1.967106,1.89016,1.808598,16,6.064407,5.29829,4.624148,30.938755,25.23423,20.455979
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,bryozoan_larvae,1355.932203,4,0.469213,0.47342,0.47155,4,0.599289,0.594073,0.599025,4,0.960354,0.986391,0.974353,1.302176,1.003109,0.660578
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,chaetognatha,3649.152542,46,0.884904,2.399406,2.229521,46,3.012599,9.320302,8.60915,46,7.602701,123.697039,99.713218,27.743414,451.179709,329.898646
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,cnidaria_ctenophores,830.508475,20,1.715102,3.933496,3.928377,20,3.106199,6.588999,6.580667,20,47.44427,92.632939,91.593214,39.402869,75.362391,72.964086
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,copepoda_calanoida,109130.508475,403,0.501432,0.6842,0.679087,403,0.935655,1.315382,1.300832,403,3.252292,11.164179,10.545297,354.924274,1214.568081,1143.664263
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,copepoda_eucalanids,4147.457627,61,1.156903,1.725355,1.721581,61,3.500811,5.063174,5.04852,61,78.627357,170.334487,168.86822,326.103633,703.568044,694.64944
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,copepoda_oithona_like,49513.559322,150,0.33685,0.334922,0.333718,150,0.710485,0.704611,0.701256,150,0.859729,0.835565,0.820548,42.568243,41.088547,40.071935
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,copepoda_others,4408.474576,14,0.320187,0.314437,0.312202,14,0.582048,0.554867,0.546747,14,0.612805,0.505586,0.485788,2.701536,2.057479,1.812235
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,copepoda_poecilostomatoids,31949.152542,99,0.467373,0.460771,0.458233,99,0.86441,0.849128,0.843758,99,1.90814,1.823829,1.788024,60.963465,57.651535,55.913631
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,crustacea_others,338.983051,1,0.692885,NaN,NaN,1,1.17925,NaN,NaN,1,1.0279,NaN,NaN,0.348441,NaN,NaN
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,doliolids,33.898305,2,2.527787,2.617175,NaN,2,4.768036,4.594708,NaN,2,16.50779,17.873477,NaN,0.559586,0.30294,NaN
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,eggs,3084.745763,11,0.436536,0.432383,0.426171,11,0.476973,0.472736,0.465844,11,11.825092,10.014647,8.272881,36.477402,27.497844,22.575149
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,euphausiids,516.949153,25,1.371437,2.976283,2.98379,25,3.499268,8.817591,8.842057,25,127.922014,463.019267,456.567711,66.129177,238.572639,234.474604
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,multiples,2086.440678,10,0.701886,1.296126,1.049569,10,1.459248,2.644585,2.074719,10,7.28837,55.74051,31.913207,15.206752,115.354514,55.226075
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,nauplii,22425.423729,70,0.409832,0.40671,0.40392,70,0.739377,0.735646,0.725967,70,3.436108,3.365731,3.238679,77.056189,74.337014,70.433038
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,ostracods,1016.949153,3,0.884734,1.128151,1.075278,3,1.50441,2.020453,1.838448,3,15.961553,23.654206,28.998039,16.232088,16.03675,9.829844
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,others,345.762712,5,0.560472,10.40219,7.001071,5,0.770651,23.390813,23.470813,5,131.339963,3265.843494,1870.507702,45.412462,22.141312,9.511056
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,polychaete,677.966102,2,0.620281,0.599567,NaN,2,1.110651,1.07675,NaN,2,8.916501,8.539717,NaN,6.045086,2.894819,NaN
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,pteropoda,1694.915254,5,0.389796,0.360344,0.334701,5,0.477276,0.430499,0.389448,5,1.62898,1.01026,0.623328,2.760983,1.369844,0.633893
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1106,2,8,33.874,121.657,03-Jul-2011 02:31:00,0,rhizaria,4086.440678,14,0.451846,0.405215,0.403537,14,0.616946,0.565299,0.562756,14,1.403531,0.91433,0.898596,5.735447,3.426413,3.352221
P1106,2,9,33.887,121.64,03-Jul-2011 03:32:00,1,All Classes,277334.238077,945,0.503432,0.869868,0.869824,945,1.002747,1.986433,1.98631,945,4.899677,39.013567,38.980373,1358.848158,10804.670521,10795.40195
P1106,2,9,33.887,121.64,03-Jul-2011 03:32:00,1,All Copepods,226673.12912,736,0.478874,0.785149,0.781388,736,0.934866,1.722103,1.709942,736,3.894162,29.929913,29.028108,882.701973,6772.701861,6557.380982
P1106,2,9,33.887,121.64,03-Jul-2011 03:32:00,1,All Calanoid Copepods,135490.500194,496,0.540165,0.751889,0.75157,496,1.043542,1.523121,1.522079,496,5.688009,16.386766,16.309629,770.671207,2219.933454,2209.16741
P1106,2,9,33.887,121.64,03-Jul-2011 03:32:00,1,All Non-Calanoid Copepods,91182.628926,240,0.387801,0.386507,0.385239,240,0.773381,0.769637,0.767069,240,1.228642,1.208488,1.194571,112.030766,109.724535,107.997758
