studyName,"Datetime GMT","Latitude (º)","Longitude (º)",Cycle,Sample,Event,Cast,Bottle,"Assoc. Bottle 1","Assoc. Bottle 2","Assoc. Bottle 3","Nominal Depth (m)","Actual Depth (m)","Phosphate (µmol/L)","Silicic Acid (µmol/L)","Nitrite (µmol/L)","Nitrate (µmol/L)","Ammonium (µmol/L)","Bottle Note","Nutrient Sample Note","Nutrient Analysis Note"
P0810MV,"2008-10-24 09:02:45",32.85238,-120.56787,5,CTD,642,60,16,15,,,,24.991,0.56,1.90,0.24,2.31,1.30,,,
P0810MV,"2008-10-24 09:02:45",32.85238,-120.56787,5,CTD,642,60,18,17,,,,20.152,0.56,2.90,0.27,2.20,1.19,,,
P0810MV,"2008-10-24 09:02:45",32.85238,-120.56787,5,CTD,642,60,20,19,,,,11.867,0.43,1.02,0.24,1.20,1.07,,,
P0810MV,"2008-10-24 09:02:45",32.85238,-120.56787,5,CTD,642,60,22,21,,,,8.131,0.43,0.63,0.24,1.20,0.87,,,
P0810MV,"2008-10-24 09:02:45",32.85238,-120.56787,5,CTD,642,60,24,23,,,,2.061,0.38,0.58,0.19,1.19,0.48,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,1,,,,,100.38,1.44,15.72,0.07,12.86,0.24,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,2,,,,,80.16,1.16,11.44,0.17,9.94,0.64,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,3,,,,,54.198,0.63,4.31,0.32,2.76,0.91,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,4,5,,,,40.985,0.47,3.46,0.24,1.10,0.43,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,6,,,,,30.765,0.33,1.27,0.14,0.04,0.42,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,7,,,,,22.127,0.30,1.30,0.12,0.09,0.43,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,8,,,,,12.755,0.32,1.34,0.11,0.08,0.34,,,
P0810MV,"2008-10-25 04:20:25",32.66682,-120.7099,5.5,CTD,662,63,9,10,,,,1.775,0.31,1.13,0.12,0.06,0.53,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,1,,,,,97.462,1.33,15.14,0.07,12.54,0.60,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,2,,,,,79.613,1.11,11.52,0.12,9.74,0.55,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,3,,,,,54.224,0.79,6.87,0.18,5.77,0.54,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,4,5,,,,38.605,0.40,2.27,0.14,0.65,0.32,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,6,,,,,31.884,0.31,1.11,0.00,0.25,0.35,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,7,,,,,21.713,0.30,1.01,0.09,0.21,0.40,,,
P0810MV,"2008-10-25 05:14:34",32.70193,-120.70852,5.5,CTD,667,64,8,,,,,11.596,0.30,1.08,0.10,0.11,0.41,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,1,,,,,98.747,1.54,19.51,0.15,15.52,0.47,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,2,,,,,79.695,1.28,14.28,0.11,11.94,0.53,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,3,,,,,59.201,0.98,9.17,0.19,7.96,0.76,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,4,,,,,44.038,0.71,5.75,0.30,4.54,0.47,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,5,6,,,,32.837,0.50,3.01,0.24,1.67,0.51,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,7,,,,,24.277,0.32,1.06,0.06,0.24,0.33,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,8,,,,,14.569,0.32,1.01,0.11,0.06,0.60,,,
P0810MV,"2008-10-25 06:01:23",32.72476,-120.70763,5.5,CTD,672,65,9,10,,,,2.896,0.32,1.00,0.08,0.02,0.41,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,1,,,,,99.163,1.61,20.63,0.09,16.32,0.35,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,2,,,,,78.419,1.43,16.17,0.08,13.61,0.32,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,3,,,,,59.022,1.06,10.39,0.22,8.88,0.29,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,4,,,,,39.668,0.51,2.68,0.25,1.52,1.03,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,5,6,,,,30.883,0.36,0.65,0.15,0.31,0.50,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,7,,,,,21.609,0.31,0.39,0.14,0.12,0.70,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,8,,,,,12.307,0.33,0.87,0.15,0.32,0.72,,,
P0810MV,"2008-10-25 06:52:09",32.74984,-120.70888,5.5,CTD,677,66,9,10,,,,0.788,0.31,0.81,0.13,0.07,0.30,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,1,,,,,100.185,1.69,21.64,0.16,16.60,0.41,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,2,,,,,80.284,1.47,16.80,0.14,13.70,0.68,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,3,,,,,47.682,0.75,5.69,0.39,4.49,0.84,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,4,,,,,34.502,0.51,2.53,0.22,1.52,1.06,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,5,6,,,,19.827,0.40,1.03,0.17,0.75,0.63,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,7,,,,,13.615,0.38,1.14,0.21,0.58,0.30,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,8,,,,,7.737,0.35,0.88,0.18,0.49,0.57,,,
P0810MV,"2008-10-25 07:47:43",32.77615,-120.7077,5.5,CTD,682,67,9,10,,,,1.815,0.34,0.46,0.25,0.42,0.40,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,1,,,,,98.676,1.73,22.56,0.22,17.00,0.20,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,2,,,,,79.31,1.56,19.20,0.17,14.90,0.24,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,3,,,,,59.856,1.23,13.35,0.34,10.67,0.24,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,4,,,,,35.165,0.56,2.71,0.37,2.48,0.94,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,5,,,,,22.132,0.33,0.56,0.20,0.50,0.58,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,6,,,,,15.86,0.35,0.48,0.20,0.40,0.37,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,7,,,,,9.968,0.31,0.18,0.14,0.17,0.35,,,
P0810MV,"2008-10-25 08:42:26",32.80275,-120.70988,5.5,CTD,687,68,8,9,,,,1.432,0.30,0.51,0.13,0.13,0.26,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,1,,,,,100.178,1.70,22.51,0.12,16.78,0.18,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,2,,,,,79.221,1.50,17.70,0.15,14.03,0.17,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,3,,,,,50.093,1.16,11.95,0.45,9.63,0.19,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,4,,,,,34.647,0.55,2.56,0.32,2.22,1.22,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,5,6,,,,24.672,0.37,0.71,0.19,0.70,0.43,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,7,,,,,15.221,0.40,0.93,0.09,0.31,0.26,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,8,,,,,7.162,0.32,0.43,0.17,0.30,0.30,,,
P0810MV,"2008-10-25 09:38:14",32.8264,-120.70969,5.5,CTD,692,69,9,10,11,,,1.418,0.30,0.23,0.14,0.35,0.62,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,1,,,,,99.179,1.71,22.63,0.09,16.85,0.15,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,2,,,,,79.781,1.62,20.02,0.11,15.49,0.43,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,3,,,,,49.409,1.13,11.81,0.59,9.46,0.26,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,4,,,,,40.266,0.86,7.80,0.49,6.09,1.06,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,5,,,,,29.698,0.49,1.56,0.29,1.55,0.80,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,6,7,,,,23.472,0.43,1.13,0.22,0.98,0.86,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,8,,,,,10.372,0.32,0.07,0.19,0.21,0.67,,,
P0810MV,"2008-10-25 10:36:25",32.85152,-120.71059,5.5,CTD,697,70,9,10,11,,,1.145,0.32,0.20,0.14,0.34,0.41,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,1,,,,,99.732,1.79,27.41,0.11,17.08,0.32,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,2,,,,,79.959,1.68,20.72,0.13,15.79,0.26,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,3,,,,,49.088,1.41,15.23,0.13,12.53,0.27,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,4,,,,,34.561,1.02,9.63,0.51,7.78,0.29,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,5,,,,,23.776,0.51,1.99,0.24,1.74,0.69,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,6,7,,,,14.664,0.38,1.03,0.20,0.60,0.49,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,8,,,,,7.934,0.36,0.51,0.17,0.40,0.23,,,
P0810MV,"2008-10-25 11:41:37",32.89651,-120.70812,5.5,CTD,702,71,9,10,11,,,1.191,0.30,0.26,0.13,0.22,0.26,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,2,1,3,,,60.873,0.79,5.80,0.18,4.62,0.16,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,5,4,6,,,50.306,0.71,4.62,0.46,3.62,0.22,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,8,7,9,,,40.249,0.53,3.97,0.35,1.52,0.37,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,11,10,12,,,35.017,0.39,1.42,0.21,0.59,0.38,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,14,13,15,,,30.152,0.34,1.10,0.10,0.22,0.16,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,17,16,18,,,20.337,0.33,0.85,0.11,0.12,0.25,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,20,19,21,,,12.047,0.33,1.07,0.09,0.13,0.29,,,
P0810MV,"2008-10-26 09:23:31",32.59702,-120.5614,6,CTD,726,73,23,22,24,,,4.766,0.33,2.00,0.10,0.13,0.46,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,1,,,,,509.759,3.05,81.88,0.12,37.80,0.10,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,2,,,,,204.201,2.03,36.19,0.02,27.49,0.17,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,3,,,,,100.15,1.30,14.73,0.23,15.55,0.20,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,4,,,,,68.212,0.88,7.77,0.06,8.69,0.12,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,5,6,7,,,55.259,0.67,4.63,0.30,4.71,0.34,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,8,,,,,40.228,0.49,2.39,0.40,1.85,0.62,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,9,10,11,12,,35.155,0.41,1.55,0.19,0.91,0.29,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,13,,,,,30.021,0.33,0.61,0.07,0.01,0.28,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,14,15,,,,19.846,0.30,0.45,0.03,0.18,0.14,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,16,17,18,19,,11.98,0.29,0.31,0.04,0.13,0.01,,,
P0810MV,"2008-10-26 19:06:24",32.59218,-120.4678,6,CTD,742,74,20,21,22,23,,2.146,0.30,0.53,0.04,0.09,0.13,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,2,1,3,,,60.411,0.65,4.24,0.49,4.35,0.16,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,5,4,6,,,50.046,0.62,3.92,0.51,3.86,0.33,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,8,7,9,,,39.876,0.57,3.28,0.49,2.91,0.36,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,11,10,12,,,35.282,0.54,2.99,0.45,2.63,0.38,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,14,13,15,,,30.147,0.47,2.22,0.34,1.57,0.50,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,17,16,18,,,19.793,0.31,0.51,0.05,0.22,0.17,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,20,19,21,,,11.724,0.30,0.51,0.12,0.03,0.21,,,
P0810MV,"2008-10-27 08:35:22",32.56961,-120.32829,6,CTD,762,76,23,22,24,,,4.755,0.31,0.66,0.08,0.32,0.29,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,1,,,,,510.016,3.05,81.40,0.08,37.38,0.08,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,2,,,,,205.418,1.97,33.38,0.05,26.02,0.07,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,3,,,,,99.753,1.15,12.29,0.01,13.45,0.28,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,4,,,,,90.419,0.96,9.16,0.07,10.37,0.22,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,6,,,,,70.469,0.72,5.12,0.37,5.45,0.38,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,7,,,,,60.061,0.57,3.29,0.45,2.91,0.54,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,8,9,11,12,,50.251,0.50,2.61,0.35,2.14,0.32,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,13,,,,,40.187,0.32,0.75,0.05,0.28,0.27,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,14,15,16,,,25.923,0.31,0.58,0.10,0.12,0.00,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,17,18,,,,15.18,0.31,0.59,0.06,0.24,0.21,,,
P0810MV,"2008-10-27 19:04:12",32.53857,-120.23416,6,CTD,777,77,19,20,21,22,,2.578,0.31,0.50,0.09,0.12,0.08,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,1,,,,,200.634,1.93,32.62,0.10,25.72,0.05,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,3,,,,,100.967,1.18,12.35,0.06,13.89,0.10,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,5,,,,,80.463,0.91,8.01,0.08,9.35,0.21,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,7,6,,,,60.133,0.66,4.50,0.46,4.62,0.10,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,8,9,,,,50.008,0.58,3.31,0.46,2.89,0.28,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,12,11,13,,,39.869,0.34,0.97,0.13,0.46,0.10,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,15,14,,,,35.064,0.31,0.78,0.05,0.28,0.39,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,17,16,18,,,30.269,0.30,0.60,0.08,0.10,0.13,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,20,19,,,,19.917,0.30,0.70,0.08,0.15,0.03,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,22,21,,,,11.679,0.31,0.59,0.06,0.18,0.12,,,
P0810MV,"2008-10-28 11:51:43",32.49408,-120.11159,6,CTD,798,78,24,23,,,,5.515,0.30,0.60,0.04,0.15,0.39,,,
P1106MV,"2011-06-19 02:05:00",33.07555,-118.4713,Test,CTD,9,1,1,,,,,506,3.11,71.51,0.00,38.83,0.07,,,
P1106MV,"2011-06-19 02:05:00",33.07555,-118.4713,Test,CTD,9,1,21,19,20,,,10,0.30,2.20,0.00,0.03,0.07,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,1,,,,,100,0.66,12.98,0.13,13.69,0.54,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,2,,,,,81,0.63,7.68,0.02,8.79,0.00,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,3,,,,,60,0.27,2.74,0.19,1.09,0.00,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,4,,,,,44,0.25,1.56,0.02,0.40,0.00,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,5,,,,,34,0.24,1.70,0.00,0.03,0.00,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,6,,,,,20,0.24,1.66,0.00,0.02,0.00,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,7,,,,,12,0.24,1.62,0.00,0.03,0.00,,,
P1106MV,"2011-06-20 04:00:00",33.89982,-122.0999,"Upfront 1",CTD,13,2,8,9,,,,3,0.22,1.71,0.00,0.11,0.08,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,1,,,,,99,1.04,10.61,0.08,11.74,0.36,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,2,,,,,80,0.84,8.03,0.02,9.46,0.00,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,3,,,,,59,0.44,2.84,0.21,1.76,0.00,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,4,,,,,40,0.32,1.35,0.02,0.30,0.00,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,5,,,,,28,0.28,1.40,0.00,0.01,0.00,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,6,,,,,20,0.28,1.41,0.00,0.00,0.00,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,7,,,,,11,0.27,1.44,0.00,0.00,0.00,,,
P1106MV,"2011-06-20 05:29:00",33.90488,-122.0832,"Upfront 1",CTD,20,3,8,9,,,,3,0.25,1.55,0.00,0.03,0.00,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,1,,,,,100,1.34,15.80,0.01,16.52,0.00,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,2,,,,,79,0.79,7.10,0.02,7.83,0.05,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,3,,,,,61,0.44,3.20,0.19,1.32,0.06,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,4,,,,,40,0.36,1.90,0.03,0.36,0.00,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,5,,,,,29,0.32,1.80,0.00,0.00,0.00,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,6,,,,,20,0.34,1.80,0.00,0.02,0.00,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,7,,,,,10,0.32,1.80,0.00,0.04,0.00,,,
P1106MV,"2011-06-20 06:41:00",33.9099,-122.0665,"Upfront 1",CTD,27,4,8,9,,,,1,0.33,1.90,0.00,0.06,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,1,,,,,99,1.34,15.90,0.01,16.46,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,2,,,,,80,0.85,7.90,0.02,8.83,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,3,,,,,60,0.48,3.40,0.25,2.27,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,4,,,,,39,0.35,1.80,0.02,0.42,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,5,,,,,31,0.32,1.90,0.00,0.13,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,6,,,,,20,0.31,1.80,0.00,0.03,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,7,,,,,10,0.30,1.80,0.00,0.02,0.00,,,
P1106MV,"2011-06-20 07:55:00",33.91495,-122.0499,"Upfront 1",CTD,33,5,8,9,,,,1.986,0.33,1.90,0.01,0.12,0.00,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,1,,,,,101,1.42,17.40,0.02,17.49,0.00,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,2,,,,,80,0.80,7.00,0.02,7.57,0.06,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,3,,,,,60,0.45,3.10,0.17,1.25,0.00,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,4,,,,,39,0.32,1.80,0.01,0.33,0.00,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,5,,,,,30,0.33,1.90,0.00,0.05,0.00,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,6,,,,,21,0.32,1.80,0.00,0.02,0.05,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,7,,,,,11,0.40,3.00,0.00,1.66,0.06,,,
P1106MV,"2011-06-20 09:11:00",33.91983,-122.0333,"Upfront 1",CTD,39,6,8,9,,,,2,0.33,1.80,0.00,0.05,0.08,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,1,,,,,102,1.26,15.30,0.01,15.78,0.05,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,2,,,,,79,0.50,5.30,0.06,5.34,0.07,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,3,,,,,61,0.40,2.70,0.10,0.74,0.05,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,4,,,,,46,0.34,2.00,0.02,0.27,0.05,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,5,,,,,30,0.26,1.90,0.00,0.04,0.05,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,6,,,,,20,0.32,1.90,0.00,0.03,0.00,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,7,,,,,10,0.32,1.80,0.00,0.03,0.05,,,
P1106MV,"2011-06-20 10:34:00",33.92485,-122.0165,"Upfront 1",CTD,45,7,8,9,,,,2,0.32,1.90,0.00,0.03,0.00,,,
P1106MV,,34.03998,-121.6966,,,57,9,,,,,,,0.24,1.30,0.01,16.43,2.86,,,
P1106MV,"2011-06-24 09:39:00",34.03473,-121.7015,"Cycle 1",CTD,63,10,1,2,3,,,79,1.55,14.50,0.51,17.03,0.62,,,
P1106MV,"2011-06-24 09:39:00",34.03473,-121.7015,"Cycle 1",CTD,63,10,4,5,6,,,59,1.14,10.00,0.07,12.28,0.05,,,
P1106MV,"2011-06-24 09:39:00",34.03473,-121.7015,"Cycle 1",CTD,63,10,7,8,9,,,47,0.92,6.60,0.09,8.43,0.00,,,
P1106MV,"2011-06-24 09:39:00",34.03473,-121.7015,"Cycle 1",CTD,63,10,10,11,12,,,35,0.73,4.00,0.26,5.50,0.10,,,
